name,code,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,tsvData.mapcolor7,tsvData.mapcolor8,tsvData.mapcolor9,tsvData.mapcolor13,population,iso_a3,iso_n3,continent,subregion,region,average
"Thailand","THA",135.83479645743506,131.18421654420536,130.95779876408216,128.42276665013995,126.50399887345252,124.3924332514417,122.68316138661999,121.23308023390908,119.21691969186013,116.51734246835206,116.06584042044112,114.33575829008325,111.16973386694463,107.51180809462076,106.10224251902207,105.025998281722,106.77818954929484,106.70257917715816,3,6,8,1,65905410,"THA",764,"Asia","South-Eastern Asia","East Asia & Pacific",118.36881469559916
"Timor","TLS",96.663158727797892,95.867563799271949,95.3385265306418,95.863059411327242,96.80046167553671,97.548719090218967,98.584660380177837,99.4566362656929,100.32494739116812,101.1209698065654,101.87077601980985,102.59244207503477,103.42035378675318,104.5369349629613,105.56258413188526,105.88468084620304,105.81146258590496,105.78069722708156,2,2,4,3,1131612,"TLS",626,"Asia","South-Eastern Asia","East Asia & Pacific",100.72381303966849
"Togo","TGO",111.64270101993736,112.0570549372715,112.11819204584897,112.65468418282497,111.51209159186888,111.16577149222643,110.61816227139788,110.35660530121716,110.51158890223763,110.0993594224162,109.92743818083811,109.69544494323515,109.5157932891556,108.84615791603164,108.36938292265353,107.9067591509309,107.63294654229931,107.25397301485781,3,1,3,5,6019877,"TGO",768,"Africa","Western Africa","Sub-Saharan Africa",110.1046726181805
"Tonga","TON",172.90040210438175,173.48902651059382,173.09950353705321,172.85378872625381,172.05254772469937,171.0964202573596,171.33835549700862,171.21334303524694,170.20525500110827,169.78868795712145,170.53719800718807,170.06519989021194,169.55326084597087,169.02760528039653,168.46272351494542,167.74126292341052,166.76478556983437,165.75647989877356,2,1,1,8,120898,"TON",776,"Oceania","Polynesia","East Asia & Pacific",170.33032479341989
"Trinidad and Tobago","TTO",122.47244912944846,120.57879898905023,117.59425418862263,119.03042034679882,119.38572440274665,117.84258298018133,115.48327064235379,115.96028642998316,118.57239918661705,116.4703842966041,113.84591194695992,109.53827820876731,107.80626350720173,108.99533812025487,108.58857286639828,107.98258249362448,108.92457332861353,108.79647982745253,5,6,2,5,1310000,"TTO",780,"North America","Caribbean","Latin America & Caribbean",114.32603171620438
"Tropical Latin America","",121.62104238476665,121.2158196554807,120.77677249772006,121.04199703108711,120.28591213144415,118.18244251528502,117.32300209414952,116.41486813757948,115.25769232709943,114.5119096511916,114.01069500515317,113.03654827030964,111.50436390870678,110.24872555928128,108.71868921354296,108.2258736050198,108.99059693344053,109.52299078346194,,,,,,"",,"","","",115.04944120581777
"Tunisia","TUN",89.7056144500148,88.086559069943874,86.746461431452929,84.6125096326129,83.411402777532771,83.399996456112717,82.968958246903014,82.768501695106409,82.555648485279377,82.345034447353058,82.195008360466232,82.028635343465524,81.768896190270112,81.544080980612563,81.296842309056331,80.976256545856373,80.559360060972224,79.964040943734361,4,3,3,2,10486339,"TUN",788,"Africa","Northern Africa","Middle East & North Africa",83.162989301485865
"Turkey","TUR",131.83603994911309,128.89039204332951,126.72960201636826,125.75686419891872,123.80827125886907,125.00441775470669,125.04957584880982,123.30186066563439,121.95753884202838,124.47732221069951,124.20951576723873,122.45254832838953,120.33935880467529,117.86162949536549,114.77589446660657,111.65807670691152,108.80943216494187,107.10875162747125,6,3,8,4,76805524,"TUR",792,"Asia","Western Asia","Europe & Central Asia",121.33483845278209
"Turkmenistan","TKM",86.43783630173553,84.812587366984829,85.3224068598223,87.2148229271235,90.901609378372314,94.822436447858507,96.21980737515247,95.928867986784141,93.686748098958532,90.586348671261746,88.428039984934159,88.49201843475737,89.568574140043935,91.49726733858283,92.76318171828369,91.846333715604075,91.059992052803011,90.720282062542566,3,2,1,9,4884887,"TKM",795,"Asia","Central Asia","Europe & Central Asia",90.572731158978087
"Uganda","UGA",152.45343388544396,152.81198287297835,152.46485806413702,151.19690765500025,150.55776975332972,148.90232732087642,148.25591972570015,147.29952908995313,145.465671731329,145.07817704559292,144.65447761136207,144.08431292502814,143.99285122206521,144.06239006252397,143.19454966401565,140.72995395482687,138.95891664346226,138.11364219053326,6,3,6,4,32369558,"UGA",800,"Africa","Eastern Africa","Sub-Saharan Africa",146.23764841211991
"Ukraine","UKR",143.9369842304786,140.88450851694009,141.72773848723071,139.96373259880716,140.98521833130198,140.87392535877984,135.8615267267152,139.92692891260785,141.4049717578319,130.53468440844929,126.99774249088898,123.15412289152079,123.44648805279492,121.9369510333625,116.90961311509108,143.45854174582877,139.77248569230773,129.9245829156078,5,1,6,3,45700395,"UKR",804,"Europe","Eastern Europe","Europe & Central Asia",134.53893040369695
"United Arab Emirates","ARE",158.44234955858883,161.71559170857188,156.71482661585696,160.48097325987763,161.69294845599032,156.60145808268922,158.76222973383062,160.43273549197275,157.95305366256667,158.45525823288978,159.622684190487,159.6790491668622,159.2974870087057,158.96763818133488,157.9243058002676,157.64763197958396,157.04404757109191,156.60279493529683,2,1,3,3,4798491,"ARE",784,"Asia","Western Asia","Middle East & North Africa",158.77983686869248
"United Kingdom","GBR",158.70127916473282,157.39321677163881,157.697726153262,156.91804279492112,152.46857075469239,150.39681467730549,150.45813611748,148.35552539491869,148.27036389593238,145.2717633078849,143.79539171559745,140.85707351781389,139.42973335975194,140.01566407150355,138.29985328280952,139.31299215835648,140.19063214703252,139.34447903495632,6,6,6,3,62262000,"GBR",826,"Europe","Northern Europe","Europe & Central Asia",147.06540324003279
"United States","USA",151.40941598507266,150.33162113793074,149.17589667710192,147.147149591698,143.31334441684925,142.24695308374163,139.85796811058228,137.19904602348396,135.65921654593726,133.91396590706123,130.66101530370074,129.71981254502694,127.85602573101944,126.44343574723831,125.6427585839488,125.1544252632618,127.04387353962927,127.643625515697,4,5,1,1,313973000,"USA",840,"North America","Northern America","North America",136.13441942827674
"United States Virgin Islands","VIR",161.06943142135333,162.04014074432703,161.70428438453271,160.52129208787485,161.03506678654648,160.47766097898858,163.24716238341125,163.75025444738392,164.94972426235898,167.51584745372784,171.3602000439468,174.77144744882804,176.79669955743353,176.52513317083933,175.63517478458343,176.74905929659528,173.74969179206374,170.51401042198464,4,5,1,1,109825,"VIR",850,"North America","Caribbean","Latin America & Caribbean",167.91179341482109
"Uruguay","URY",192.13696486566951,187.86289273630192,190.07651009568636,190.68350639815824,190.83868331239591,188.02570532620075,183.55542224759034,189.3023017260694,183.17548426884997,180.3031627428887,182.14459125679016,182.32426274887231,181.03998937106593,178.30725239993907,174.85568299338445,175.39672262124375,175.67627389652381,175.75185132336978,1,2,2,10,3494382,"URY",858,"South America","South America","Latin America & Caribbean",183.41429224061113
"Uzbekistan","UZB",83.43342860659719,83.569428902888461,84.325338335299477,85.44069225617072,87.7225328749275,88.648020402945164,87.095857727940142,86.491586892263882,86.009930249482721,85.344568984601921,84.749570835510355,85.266394448356436,86.269920439639208,87.12105660382943,88.053179742599369,87.412893643385175,86.758984824717572,85.947458416836753,2,3,5,4,27606007,"UZB",860,"Asia","Central Asia","Europe & Central Asia",86.092269121555077
"Vanuatu","VUT",163.60473968220228,164.60730328669459,165.11384177726882,165.55586545472894,165.94635993021413,166.4832256739513,167.20777018213062,168.01735674727561,168.43088454504596,168.81680171789168,168.84048908892834,168.76217598437407,168.67424454403795,168.55230433755133,168.36367217754159,168.38473038938625,168.22013816191222,167.77997006958935,6,3,7,3,218519,"VUT",548,"Oceania","Melanesia","East Asia & Pacific",167.29788187504028
"Venezuela","VEN",112.98657575908632,113.37213851582003,114.39521671888154,114.64825780563811,109.23786357859358,107.90088796782278,108.96546800102801,110.03008739146124,111.89719624252598,111.29909610032972,109.05177902365284,108.97759616029137,109.84243226467017,110.31569466484338,112.3679583700097,112.68743772317087,110.4388625625943,110.51414804432113,1,3,1,4,26814843,"VEN",862,"South America","South America","Latin America & Caribbean",111.05159427193006
"Vietnam","VNM",138.11668679570829,138.3315707435228,138.02097135856894,137.68977941662226,137.42182139267459,136.86762284783302,136.25048312344978,135.52919403813343,134.59248753076724,133.92948371831554,133.11491940992389,133.07255297445371,133.04669647814652,133.2099034033649,133.48949232598164,133.72705729384884,134.12042491260721,134.14944484245387,5,6,5,4,86967524,"VNM",704,"Asia","South-Eastern Asia","East Asia & Pacific",135.26003292257647
"Wales","",160.36085849122483,159.47275393066388,159.75452365369981,159.564766473843,156.86187846122036,155.03489105471564,155.18827872563637,154.52898990705103,153.87475202054168,151.16334638407776,148.98920511154617,145.79378768519538,144.79509123808342,144.52576524006392,141.32447227879842,142.36159871825515,143.32626606156145,143.06438604346917,,,,,,"",,"","","",151.11031174886929
"Western Europe","",151.80980724479113,150.14395486555438,149.36260742797612,148.82318415539342,144.52127788177046,142.8004521019231,141.16776768974552,140.22280456043543,139.85390158619211,138.83122403775664,136.96699387643051,135.89647423610242,134.43022243058519,133.23812844370417,130.66042943037655,131.11418730368609,129.99865627030817,128.83769970537332,,,,,,"",,"","","",139.37109851378361
"Western Sub-Saharan Africa","",113.48433082406791,113.28525966359776,113.04000795395478,113.03654041549174,113.19790258753522,113.17248185802886,113.2271392270529,113.03742530702645,112.98173970973231,113.45259629491485,114.36635593194123,114.68415984634673,115.29185875295249,115.71065489832722,116.45254346028474,116.94385657068545,117.4248567226342,116.88008387883947,,,,,,"",,"","","",114.4260996613008
"World","OWID_WRL",136.72768542099851,135.52096504772152,134.82644749914087,134.17587842008464,132.09371740911095,130.6297865833875,128.14463634511478,126.84081234945229,126.29957867077903,125.58705259521254,124.98629047361059,124.12046000843469,123.18058045599247,122.04914215961037,122.01380737573082,122.77107807015244,122.55159209724445,121.21145501161509,,,,,,"",,"","","",127.42949811074409
"Yemen","YEM",90.5585728879408,91.109866420885936,91.692210656591428,91.974696712375419,92.3409771798032,92.509215663280429,92.403082448381738,92.423545490761967,92.516766602136315,92.69720101103087,92.69578490607114,92.209678522558718,91.654967488656368,91.278009880199889,91.053793479776786,91.150624612019215,91.1308633574727,91.2629093970817,5,3,3,11,23822783,"YEM",887,"Asia","Western Asia","Middle East & North Africa",91.814598150945812
"Zambia","ZMB",161.99679321483939,155.46967716606295,149.63728931158047,145.18540604048582,140.74931783084338,137.15114390767383,135.41648618993025,133.22256655991441,132.85915446115862,131.85479175926736,132.07363492426714,131.80586295334786,130.96765655442672,129.95669843184902,129.21905608835007,129.15625104930459,129.25427240394833,128.80426609861269,5,8,5,13,11862740,"ZMB",894,"Africa","Eastern Africa","Sub-Saharan Africa",136.93224027477015
"Zimbabwe","ZWE",190.60783541366973,197.84017807011173,206.37458556276241,209.68731807681729,214.64177961252372,210.72136905639286,207.9072319300177,204.79648274104824,202.67012033154376,200.32980191525988,195.53640289173237,188.04967027897501,182.02804098779271,177.27332233143727,173.64505323101375,170.957411895573,168.91962943000263,166.32169731236814,1,5,3,9,12619600,"ZWE",716,"Africa","Eastern Africa","Sub-Saharan Africa",192.68377394828013
